timestamp_ms,mid_price,spread,cancel_rate,imbalance,bid_p1,bid_s1,bid_p2,bid_s2,bid_p3,bid_s3,bid_p4,bid_s4,bid_p5,bid_s5,ask_p1,ask_s1,ask_p2,ask_s2,ask_p3,ask_s3,ask_p4,ask_s4,ask_p5,ask_s5,true_label
1704067461918,100.6868,0.02,0.1066,0.3665,100.68,53.0,100.67,25.0,100.66,60.0,100.65,25.0,100.64,208.0,100.7,9.0,100.71,37.0,100.72,43.0,100.73,12.0,100.74,71.0,none
1704067462212,100.6184,0.04,0.13,-0.4545,100.6,46.0,100.59,36.0,100.58,39.0,100.57,61.0,100.56,25.0,100.64,78.0,100.65,22.0,100.66,156.0,100.67,104.0,100.68,192.0,none
1704067464153,100.6159,0.05,0.3908,0.7304,100.59,2321.0,100.58,88.0,100.57,59.0,100.56,72.0,100.55,53.0,100.64,40.0,100.65,61.0,100.66,133.0,100.67,86.0,100.68,84.0,spoofing
1704067464501,100.6134,0.03,0.0783,-0.2712,100.6,59.0,100.59,76.0,100.58,95.0,100.57,18.0,100.56,135.0,100.63,49.0,100.64,494.0,100.65,12.0,100.66,74.0,100.67,39.0,none
1704067466338,100.6405,0.04,0.0727,-0.235,100.62,40.0,100.61,65.0,100.6,116.0,100.59,60.0,100.58,56.0,100.66,40.0,100.67,57.0,100.68,197.0,100.69,91.0,100.7,159.0,none
1704067467638,100.6775,0.04,0.0285,-0.1279,100.66,63.0,100.65,30.0,100.64,50.0,100.63,99.0,100.62,82.0,100.7,37.0,100.71,91.0,100.72,141.0,100.73,113.0,100.74,37.0,wash_trading
1704067468468,100.671,0.06,0.3392,0.8242,100.64,2335.0,100.63,62.0,100.62,232.0,100.61,66.0,100.6,45.0,100.7,66.0,100.71,40.0,100.72,39.0,100.73,36.0,100.74,83.0,spoofing
1704067468948,100.6763,0.05,0.1176,0.1479,100.65,94.0,100.64,27.0,100.63,49.0,100.62,137.0,100.61,50.0,100.7,53.0,100.71,52.0,100.72,27.0,100.73,94.0,100.74,39.0,wash_trading
1704067470686,100.6586,0.04,0.0274,-0.0941,100.64,22.0,100.63,71.0,100.62,189.0,100.61,31.0,100.6,24.0,100.68,84.0,100.69,137.0,100.7,50.0,100.71,46.0,100.72,90.0,none
1704067472568,100.6187,0.02,0.031,0.129,100.61,263.0,100.6,21.0,100.59,69.0,100.58,32.0,100.57,70.0,100.63,4.0,100.64,133.0,100.65,164.0,100.66,7.0,100.67,43.0,none
1704067473406,100.6179,0.04,0.3422,0.7387,100.6,2371.0,100.59,65.0,100.58,27.0,100.57,24.0,100.56,22.0,100.64,16.0,100.65,76.0,100.66,78.0,100.67,184.0,100.68,23.0,spoofing
1704067473738,100.5973,0.04,0.2347,-0.2072,100.58,30.0,100.57,68.0,100.56,38.0,100.55,75.0,100.54,53.0,100.62,124.0,100.63,51.0,100.64,24.0,100.65,100.0,100.66,103.0,none
1704067475084,100.5855,0.02,0.0859,-0.1744,100.58,17.0,100.57,75.0,100.56,76.0,100.55,40.0,100.54,50.0,100.6,67.0,100.61,25.0,100.62,81.0,100.63,66.0,100.64,128.0,none
1704067476438,100.6073,0.02,0.4724,0.765,100.6,2277.0,100.59,89.0,100.58,40.0,100.57,24.0,100.56,56.0,100.62,54.0,100.63,19.0,100.64,119.0,100.65,37.0,100.66,102.0,spoofing
1704067477304,100.602,0.04,0.0642,0.2821,100.58,52.0,100.57,110.0,100.56,40.0,100.55,207.0,100.54,16.0,100.62,32.0,100.63,82.0,100.64,31.0,100.65,72.0,100.66,21.0,none
1704067477872,100.552,0.02,0.2798,0.4836,100.54,227.0,100.53,213.0,100.52,228.0,100.51,209.0,100.5,229.0,100.56,145.0,100.57,45.0,100.58,43.0,100.59,40.0,100.6,112.0,layering
1704067479162,100.5453,0.03,0.03,-0.0078,100.53,18.0,100.52,36.0,100.51,92.0,100.5,35.0,100.49,138.0,100.56,20.0,100.57,29.0,100.58,22.0,100.59,41.0,100.6,212.0,none
1704067480469,100.5477,0.04,0.4742,0.8363,100.53,908.0,100.52,232.0,100.51,64.0,100.5,17.0,100.49,35.0,100.57,16.0,100.58,34.0,100.59,14.0,100.6,23.0,100.61,25.0,spoofing
1704067482206,100.567,0.14,0.0874,0.2824,100.5,76.0,100.49,260.0,100.48,65.0,100.47,64.0,100.46,198.0,100.64,175.0,100.65,21.0,100.66,53.0,100.67,65.0,100.68,57.0,none
1704067483110,100.5803,0.02,0.3255,0.6906,100.57,1206.0,100.56,36.0,100.55,74.0,100.54,114.0,100.53,18.0,100.59,90.0,100.6,69.0,100.61,15.0,100.62,41.0,100.63,50.0,spoofing
1704067483802,100.5575,0.03,0.0516,-0.1991,100.54,8.0,100.53,95.0,100.52,81.0,100.51,25.0,100.5,153.0,100.57,19.0,100.58,31.0,100.59,420.0,100.6,54.0,100.61,18.0,none
1704067485777,100.5724,0.03,0.0897,-0.0591,100.56,39.0,100.55,36.0,100.54,60.0,100.53,249.0,100.52,22.0,100.59,182.0,100.6,116.0,100.61,30.0,100.62,92.0,100.63,37.0,none
1704067486716,100.635,0.05,0.0224,0.2996,100.61,209.0,100.6,107.0,100.59,181.0,100.58,94.0,100.57,38.0,100.66,42.0,100.67,27.0,100.68,9.0,100.69,153.0,100.7,108.0,none
1704067487256,100.5958,0.02,0.0549,-0.1281,100.59,44.0,100.58,42.0,100.57,49.0,100.56,103.0,100.55,24.0,100.61,51.0,100.62,104.0,100.63,13.0,100.64,49.0,100.65,122.0,none
1704067488092,100.5835,0.05,0.0843,0.3216,100.56,43.0,100.55,176.0,100.54,7.0,100.53,28.0,100.52,348.0,100.61,33.0,100.62,47.0,100.63,31.0,100.64,68.0,100.65,130.0,none
1704067488636,100.5458,0.05,0.0747,0.6194,100.52,349.0,100.51,329.0,100.5,323.0,100.49,328.0,100.48,339.0,100.57,144.0,100.58,24.0,100.59,78.0,100.6,128.0,100.61,18.0,layering
1704067489954,100.5202,0.04,0.1733,0.167,100.5,46.0,100.49,13.0,100.48,164.0,100.47,46.0,100.46,318.0,100.54,60.0,100.55,16.0,100.56,277.0,100.57,31.0,100.58,35.0,none
1704067491376,100.6046,0.05,0.034,0.3598,100.58,354.0,100.57,33.0,100.56,121.0,100.55,31.0,100.54,94.0,100.63,73.0,100.64,23.0,100.65,83.0,100.66,56.0,100.67,63.0,none
1704067492629,100.5802,0.02,0.1113,-0.129,100.57,36.0,100.56,37.0,100.55,50.0,100.54,44.0,100.53,66.0,100.59,86.0,100.6,59.0,100.61,47.0,100.62,30.0,100.63,80.0,none
1704067492759,100.6129,0.02,0.1915,0.5091,100.6,35.0,100.59,240.0,100.58,61.0,100.57,403.0,100.56,91.0,100.62,88.0,100.63,38.0,100.64,9.0,100.65,16.0,100.66,119.0,none
1704067494280,100.6146,0.06,0.0614,0.2714,100.58,19.0,100.57,110.0,100.56,431.0,100.55,85.0,100.54,32.0,100.64,63.0,100.65,213.0,100.66,60.0,100.67,10.0,100.68,42.0,none
1704067495276,100.545,0.07,0.091,0.0031,100.51,83.0,100.5,100.0,100.49,56.0,100.48,73.0,100.47,8.0,100.58,145.0,100.59,18.0,100.6,15.0,100.61,37.0,100.62,103.0,none
1704067495921,100.5532,0.06,0.1509,0.0933,100.52,21.0,100.51,59.0,100.5,64.0,100.49,26.0,100.48,82.0,100.58,47.0,100.59,22.0,100.6,94.0,100.61,28.0,100.62,18.0,none
1704067496906,100.5373,0.02,0.0794,0.3172,100.53,200.0,100.52,36.0,100.51,52.0,100.5,27.0,100.49,38.0,100.55,39.0,100.56,45.0,100.57,37.0,100.58,41.0,100.59,21.0,none
1704067498155,100.4934,0.03,0.0758,0.0604,100.48,34.0,100.47,73.0,100.46,303.0,100.45,146.0,100.44,137.0,100.51,18.0,100.52,46.0,100.53,94.0,100.54,21.0,100.55,435.0,none
1704067498754,100.4732,0.06,0.1054,-0.5609,100.44,17.0,100.43,45.0,100.42,55.0,100.41,11.0,100.4,9.0,100.5,21.0,100.51,184.0,100.52,43.0,100.53,180.0,100.54,59.0,none
1704067500213,100.4418,0.03,0.0218,0.4526,100.43,179.0,100.42,269.0,100.41,18.0,100.4,103.0,100.39,36.0,100.46,52.0,100.47,19.0,100.48,27.0,100.49,79.0,100.5,51.0,none
1704067502068,100.4375,0.03,0.1087,0.3718,100.42,50.0,100.41,17.0,100.4,42.0,100.39,30.0,100.38,562.0,100.45,80.0,100.46,41.0,100.47,65.0,100.48,93.0,100.49,42.0,none
1704067502508,100.4893,0.04,0.2059,-0.1463,100.47,141.0,100.46,43.0,100.45,28.0,100.44,82.0,100.43,97.0,100.51,25.0,100.52,62.0,100.53,171.0,100.54,113.0,100.55,154.0,none
1704067503213,100.473,0.05,0.0991,0.392,100.45,62.0,100.44,27.0,100.43,35.0,100.42,151.0,100.41,192.0,100.5,44.0,100.51,37.0,100.52,27.0,100.53,52.0,100.54,44.0,none
1704067503612,100.5054,0.05,0.0723,-0.2265,100.48,40.0,100.47,45.0,100.46,23.0,100.45,23.0,100.44,50.0,100.53,96.0,100.54,16.0,100.55,34.0,100.56,66.0,100.57,75.0,none
1704067504518,100.4941,0.05,0.1495,0.0,100.47,12.0,100.46,289.0,100.45,49.0,100.44,37.0,100.43,68.0,100.52,45.0,100.53,151.0,100.54,103.0,100.55,74.0,100.56,82.0,none
1704067504972,100.5289,0.04,0.0429,0.0176,100.51,53.0,100.5,75.0,100.49,36.0,100.48,15.0,100.47,23.0,100.55,9.0,100.56,26.0,100.57,44.0,100.58,44.0,100.59,72.0,none
1704067505664,100.5349,0.05,0.0578,0.1881,100.51,43.0,100.5,297.0,100.49,39.0,100.48,161.0,100.47,41.0,100.56,122.0,100.57,129.0,100.58,43.0,100.59,48.0,100.6,55.0,none
1704067507444,100.5111,0.04,0.1211,-0.3167,100.49,24.0,100.48,85.0,100.47,167.0,100.46,39.0,100.45,27.0,100.53,25.0,100.54,45.0,100.55,104.0,100.56,177.0,100.57,308.0,none
1704067508118,100.4886,0.02,0.0671,-0.2424,100.48,42.0,100.47,128.0,100.46,26.0,100.45,16.0,100.44,24.0,100.5,254.0,100.51,48.0,100.52,54.0,100.53,21.0,100.54,10.0,none
1704067508488,100.4936,0.05,0.0382,0.1688,100.47,180.0,100.46,130.0,100.45,109.0,100.44,48.0,100.43,35.0,100.52,183.0,100.53,79.0,100.54,33.0,100.55,8.0,100.56,54.0,none
1704067508631,100.4086,0.04,0.0447,-0.0275,100.39,8.0,100.38,99.0,100.37,6.0,100.36,114.0,100.35,109.0,100.43,43.0,100.44,49.0,100.45,145.0,100.46,8.0,100.47,110.0,none
1704067509117,100.4189,0.02,0.4755,0.7555,100.41,1067.0,100.4,53.0,100.39,31.0,100.38,117.0,100.37,46.0,100.43,32.0,100.44,45.0,100.45,65.0,100.46,22.0,100.47,19.0,spoofing
1704067510258,100.4115,0.02,0.0864,0.0403,100.4,76.0,100.39,20.0,100.38,236.0,100.37,128.0,100.36,43.0,100.42,25.0,100.43,85.0,100.44,77.0,100.45,97.0,100.46,180.0,none
1704067511753,100.3923,0.04,0.0401,0.0865,100.37,200.0,100.36,23.0,100.35,7.0,100.34,97.0,100.33,56.0,100.41,57.0,100.42,85.0,100.43,51.0,100.44,102.0,100.45,27.0,none
1704067512278,100.4155,0.05,0.2146,0.0116,100.39,174.0,100.38,20.0,100.37,97.0,100.36,246.0,100.35,30.0,100.44,15.0,100.45,29.0,100.46,68.0,100.47,61.0,100.48,381.0,none
1704067512741,100.4006,0.04,0.0493,-0.0675,100.38,36.0,100.37,68.0,100.36,110.0,100.35,36.0,100.34,47.0,100.42,46.0,100.43,83.0,100.44,115.0,100.45,23.0,100.46,73.0,none
1704067512989,100.3504,0.02,0.1473,0.2,100.34,51.0,100.33,43.0,100.32,15.0,100.31,19.0,100.3,142.0,100.36,49.0,100.37,38.0,100.38,21.0,100.39,25.0,100.4,47.0,none
1704067513941,100.3751,0.03,0.0814,-0.2259,100.36,53.0,100.35,32.0,100.34,39.0,100.33,53.0,100.32,20.0,100.39,112.0,100.4,9.0,100.41,26.0,100.42,78.0,100.43,87.0,none
1704067515120,100.4073,0.05,0.1583,0.2744,100.38,33.0,100.37,94.0,100.36,109.0,100.35,20.0,100.34,169.0,100.43,60.0,100.44,15.0,100.45,7.0,100.46,103.0,100.47,57.0,none
1704067516110,100.4461,0.1,0.1271,-0.624,100.4,34.0,100.39,37.0,100.38,14.0,100.37,32.0,100.36,21.0,100.5,63.0,100.51,43.0,100.52,68.0,100.53,411.0,100.54,11.0,none
1704067516265,100.4374,0.03,0.0672,0.7035,100.42,382.0,100.41,421.0,100.4,422.0,100.39,408.0,100.38,412.0,100.45,67.0,100.46,127.0,100.47,66.0,100.48,36.0,100.49,60.0,layering
1704067518033,100.4357,0.03,0.0931,0.582,100.42,16.0,100.41,55.0,100.4,87.0,100.39,205.0,100.38,216.0,100.45,23.0,100.46,38.0,100.47,37.0,100.48,24.0,100.49,31.0,none
1704067518732,100.446,0.03,0.0423,-0.2567,100.43,22.0,100.42,11.0,100.41,30.0,100.4,16.0,100.39,18.0,100.46,21.0,100.47,14.0,100.48,59.0,100.49,38.0,100.5,32.0,none
1704067520115,100.489,0.04,0.141,-0.4123,100.47,25.0,100.46,32.0,100.45,23.0,100.44,28.0,100.43,88.0,100.51,131.0,100.52,17.0,100.53,118.0,100.54,116.0,100.55,89.0,none
1704067520994,100.4937,0.04,0.0676,-0.3978,100.47,85.0,100.46,58.0,100.45,23.0,100.44,31.0,100.43,18.0,100.51,258.0,100.52,18.0,100.53,133.0,100.54,83.0,100.55,7.0,none
1704067521984,100.4675,0.02,0.4101,0.8063,100.46,2407.0,100.45,56.0,100.44,82.0,100.43,240.0,100.42,32.0,100.48,116.0,100.49,55.0,100.5,54.0,100.51,24.0,100.52,53.0,spoofing
1704067522900,100.4739,0.05,0.0516,-0.2696,100.45,30.0,100.44,37.0,100.43,49.0,100.42,36.0,100.41,39.0,100.5,33.0,100.51,38.0,100.52,37.0,100.53,46.0,100.54,178.0,none
1704067524858,100.5014,0.1,0.076,0.3846,100.45,179.0,100.44,70.0,100.43,110.0,100.42,192.0,100.41,7.0,100.55,37.0,100.56,76.0,100.57,55.0,100.58,33.0,100.59,47.0,none
1704067525397,100.5189,0.04,0.0374,-0.0135,100.5,62.0,100.49,125.0,100.48,33.0,100.47,37.0,100.46,71.0,100.54,44.0,100.55,29.0,100.56,38.0,100.57,79.0,100.58,147.0,none
1704067527208,100.4447,0.05,0.0375,0.1673,100.42,103.0,100.41,69.0,100.4,23.0,100.39,21.0,100.38,77.0,100.47,39.0,100.48,43.0,100.49,41.0,100.5,36.0,100.51,50.0,none
1704067527838,100.4513,0.04,0.0629,0.057,100.43,25.0,100.42,57.0,100.41,105.0,100.4,38.0,100.39,53.0,100.47,59.0,100.48,51.0,100.49,46.0,100.5,28.0,100.51,64.0,none
1704067528741,100.4964,0.02,0.0722,-0.122,100.49,32.0,100.48,42.0,100.47,16.0,100.46,58.0,100.45,75.0,100.51,79.0,100.52,55.0,100.53,82.0,100.54,29.0,100.55,40.0,none
1704067530009,100.5364,0.03,0.23,0.5234,100.52,125.0,100.51,44.0,100.5,171.0,100.49,17.0,100.48,212.0,100.55,92.0,100.56,13.0,100.57,51.0,100.58,6.0,100.59,16.0,wash_trading
1704067531565,100.6017,0.02,0.074,0.1187,100.59,76.0,100.58,79.0,100.57,26.0,100.56,66.0,100.55,31.0,100.61,40.0,100.62,63.0,100.63,45.0,100.64,11.0,100.65,60.0,none
1704067531747,100.6481,0.03,0.0591,-0.1466,100.63,36.0,100.62,27.0,100.61,93.0,100.6,36.0,100.59,38.0,100.66,71.0,100.67,61.0,100.68,86.0,100.69,36.0,100.7,55.0,none
1704067531918,100.6553,0.03,0.0509,0.0916,100.64,84.0,100.63,73.0,100.62,152.0,100.61,89.0,100.6,31.0,100.67,30.0,100.68,46.0,100.69,82.0,100.7,47.0,100.71,152.0,none
1704067533909,100.6408,0.05,0.1723,-0.4703,100.62,64.0,100.61,32.0,100.6,62.0,100.59,8.0,100.58,26.0,100.67,37.0,100.68,163.0,100.69,21.0,100.7,152.0,100.71,160.0,none
1704067535251,100.6719,0.11,0.0437,0.1578,100.62,53.0,100.61,110.0,100.6,124.0,100.59,173.0,100.58,28.0,100.73,61.0,100.74,112.0,100.75,33.0,100.76,53.0,100.77,96.0,none
1704067535821,100.7243,0.05,0.1773,-0.0723,100.7,54.0,100.69,37.0,100.68,80.0,100.67,21.0,100.66,39.0,100.75,20.0,100.76,133.0,100.77,57.0,100.78,42.0,100.79,15.0,none
1704067537759,100.7133,0.03,0.0694,0.6824,100.7,533.0,100.69,552.0,100.68,569.0,100.67,532.0,100.66,542.0,100.73,70.0,100.74,38.0,100.75,48.0,100.76,97.0,100.77,262.0,layering
1704067538188,100.6502,0.02,0.0972,0.301,100.64,115.0,100.63,165.0,100.62,181.0,100.61,73.0,100.6,151.0,100.66,79.0,100.67,87.0,100.68,49.0,100.69,121.0,100.7,32.0,none
1704067539260,100.6185,0.03,0.1244,-0.1931,100.6,32.0,100.59,29.0,100.58,21.0,100.57,33.0,100.56,25.0,100.63,61.0,100.64,14.0,100.65,27.0,100.66,95.0,100.67,10.0,wash_trading
1704067540640,100.6042,0.03,0.0654,0.0451,100.59,28.0,100.58,21.0,100.57,70.0,100.56,169.0,100.55,83.0,100.62,31.0,100.63,22.0,100.64,49.0,100.65,83.0,100.66,154.0,none
1704067541916,100.6291,0.04,0.1382,-0.1388,100.61,11.0,100.6,20.0,100.59,207.0,100.58,48.0,100.57,15.0,100.65,16.0,100.66,214.0,100.67,53.0,100.68,19.0,100.69,96.0,none
1704067543567,100.6679,0.02,0.2138,0.0,100.66,53.0,100.65,33.0,100.64,65.0,100.63,46.0,100.62,85.0,100.68,37.0,100.69,69.0,100.7,34.0,100.71,103.0,100.72,39.0,none
1704067543917,100.6694,0.06,0.514,0.7124,100.64,2238.0,100.63,87.0,100.62,63.0,100.61,19.0,100.6,82.0,100.7,58.0,100.71,100.0,100.72,71.0,100.73,41.0,100.74,148.0,spoofing
1704067544281,100.6484,0.02,0.1257,-0.0606,100.64,30.0,100.63,48.0,100.62,212.0,100.61,18.0,100.6,95.0,100.66,30.0,100.67,100.0,100.68,162.0,100.69,50.0,100.7,113.0,none
1704067546194,100.6143,0.05,0.0301,-0.3368,100.59,50.0,100.58,30.0,100.57,34.0,100.56,45.0,100.55,31.0,100.64,94.0,100.65,34.0,100.66,56.0,100.67,98.0,100.68,101.0,none
1704067547213,100.5603,0.04,0.159,0.0219,100.54,62.0,100.53,50.0,100.52,68.0,100.51,16.0,100.5,61.0,100.58,38.0,100.59,90.0,100.6,39.0,100.61,58.0,100.62,21.0,none
1704067547977,100.5639,0.02,0.1092,-0.1836,100.55,34.0,100.54,21.0,100.53,79.0,100.52,31.0,100.51,24.0,100.57,25.0,100.58,84.0,100.59,67.0,100.6,85.0,100.61,13.0,none
1704067549953,100.6073,0.07,0.0738,0.1465,100.57,67.0,100.56,57.0,100.55,64.0,100.54,158.0,100.53,14.0,100.64,17.0,100.65,24.0,100.66,28.0,100.67,125.0,100.68,74.0,none
1704067551081,100.5361,0.02,0.2673,0.038,100.53,145.0,100.52,27.0,100.51,44.0,100.5,56.0,100.49,42.0,100.55,15.0,100.56,53.0,100.57,73.0,100.58,35.0,100.59,115.0,none
1704067551806,100.4943,0.05,0.078,0.791,100.47,552.0,100.46,548.0,100.45,545.0,100.44,533.0,100.43,530.0,100.52,37.0,100.53,45.0,100.54,25.0,100.55,57.0,100.56,152.0,layering
1704067552727,100.4836,0.04,0.1342,0.0907,100.46,22.0,100.45,107.0,100.44,250.0,100.43,56.0,100.42,22.0,100.5,20.0,100.51,34.0,100.52,78.0,100.53,93.0,100.54,156.0,none
1704067553049,100.4532,0.03,0.1233,0.0794,100.44,9.0,100.43,51.0,100.42,16.0,100.41,107.0,100.4,21.0,100.47,29.0,100.48,37.0,100.49,10.0,100.5,63.0,100.51,35.0,none
1704067553734,100.4635,0.04,0.3271,0.7761,100.44,1565.0,100.43,34.0,100.42,151.0,100.41,63.0,100.4,67.0,100.48,31.0,100.49,57.0,100.5,82.0,100.51,25.0,100.52,42.0,spoofing
1704067555142,100.4595,0.06,0.0704,0.2429,100.43,67.0,100.42,30.0,100.41,93.0,100.4,18.0,100.39,76.0,100.49,46.0,100.5,42.0,100.51,25.0,100.52,34.0,100.53,26.0,none
1704067556059,100.4399,0.02,0.0539,0.2305,100.43,188.0,100.42,43.0,100.41,31.0,100.4,5.0,100.39,32.0,100.45,18.0,100.46,9.0,100.47,73.0,100.48,27.0,100.49,60.0,none
1704067556556,100.4671,0.05,0.0964,-0.2014,100.44,18.0,100.43,87.0,100.42,35.0,100.41,46.0,100.4,50.0,100.49,51.0,100.5,233.0,100.51,31.0,100.52,23.0,100.53,17.0,none
1704067557855,100.4474,0.02,0.0683,0.0392,100.44,38.0,100.43,69.0,100.42,164.0,100.41,124.0,100.4,96.0,100.46,189.0,100.47,74.0,100.48,92.0,100.49,38.0,100.5,61.0,none
1704067558067,100.4627,0.13,0.0853,0.172,100.4,78.0,100.39,19.0,100.38,20.0,100.37,67.0,100.36,109.0,100.53,60.0,100.54,18.0,100.55,21.0,100.56,67.0,100.57,41.0,none
1704067559125,100.4635,0.07,0.0273,-0.4451,100.43,6.0,100.42,36.0,100.41,24.0,100.4,61.0,100.39,75.0,100.5,82.0,100.51,226.0,100.52,186.0,100.53,17.0,100.54,15.0,none
1704067559775,100.4873,0.06,0.0457,0.1812,100.46,15.0,100.45,42.0,100.44,65.0,100.43,167.0,100.42,89.0,100.52,103.0,100.53,46.0,100.54,43.0,100.55,46.0,100.56,24.0,none
1704067560889,100.4644,0.03,0.0718,-0.1621,100.45,32.0,100.44,29.0,100.43,113.0,100.42,22.0,100.41,47.0,100.48,43.0,100.49,93.0,100.5,45.0,100.51,97.0,100.52,59.0,none
1704067561586,100.4469,0.02,0.0313,0.1393,100.44,42.0,100.43,66.0,100.42,82.0,100.41,11.0,100.4,28.0,100.46,13.0,100.47,20.0,100.48,35.0,100.49,42.0,100.5,63.0,none
1704067561882,100.5174,0.02,0.0506,-0.2964,100.51,36.0,100.5,125.0,100.49,23.0,100.48,76.0,100.47,32.0,100.53,108.0,100.54,17.0,100.55,79.0,100.56,12.0,100.57,322.0,none
1704067562400,100.4713,0.08,0.1614,-0.1917,100.43,15.0,100.42,120.0,100.41,27.0,100.4,18.0,100.39,92.0,100.51,115.0,100.52,111.0,100.53,63.0,100.54,26.0,100.55,86.0,none
1704067562863,100.4816,0.02,0.1213,0.1708,100.47,30.0,100.46,113.0,100.45,234.0,100.44,42.0,100.43,119.0,100.49,35.0,100.5,71.0,100.51,50.0,100.52,176.0,100.53,49.0,none
1704067564656,100.4543,0.03,0.081,0.2572,100.44,22.0,100.43,30.0,100.42,139.0,100.41,147.0,100.4,75.0,100.47,20.0,100.48,66.0,100.49,36.0,100.5,48.0,100.51,74.0,none
1704067565514,100.4452,0.07,0.4496,0.5345,100.41,1203.0,100.4,127.0,100.39,89.0,100.38,55.0,100.37,59.0,100.48,55.0,100.49,34.0,100.5,238.0,100.51,73.0,100.52,65.0,spoofing
1704067567220,100.3724,0.03,0.0872,0.2242,100.36,132.0,100.35,166.0,100.34,8.0,100.33,178.0,100.32,43.0,100.39,74.0,100.4,18.0,100.41,154.0,100.42,39.0,100.43,49.0,none
1704067568871,100.3896,0.04,0.3419,0.6236,100.37,2131.0,100.36,54.0,100.35,43.0,100.34,52.0,100.33,45.0,100.41,58.0,100.42,270.0,100.43,14.0,100.44,91.0,100.45,106.0,spoofing
1704067569908,100.4127,0.02,0.0722,-0.0443,100.4,91.0,100.39,13.0,100.38,36.0,100.37,73.0,100.36,78.0,100.42,55.0,100.43,78.0,100.44,93.0,100.45,29.0,100.46,63.0,none
1704067570459,100.4221,0.02,0.1292,0.1654,100.41,104.0,100.4,166.0,100.39,64.0,100.38,91.0,100.37,114.0,100.43,76.0,100.44,187.0,100.45,64.0,100.46,23.0,100.47,36.0,none
1704067571857,100.4149,0.05,0.4259,0.6953,100.39,1438.0,100.38,73.0,100.37,44.0,100.36,34.0,100.35,30.0,100.44,92.0,100.45,89.0,100.46,77.0,100.47,19.0,100.48,14.0,spoofing
1704067572020,100.3973,0.03,0.5439,0.7988,100.38,1279.0,100.37,33.0,100.36,35.0,100.35,56.0,100.34,90.0,100.41,34.0,100.42,36.0,100.43,28.0,100.44,31.0,100.45,38.0,spoofing
1704067572428,100.4506,0.04,0.1103,-0.2298,100.43,9.0,100.42,34.0,100.41,25.0,100.4,42.0,100.39,81.0,100.47,86.0,100.48,49.0,100.49,20.0,100.5,135.0,100.51,15.0,none
1704067572639,100.4678,0.1,0.4324,0.5732,100.42,1864.0,100.41,47.0,100.4,127.0,100.39,105.0,100.38,76.0,100.52,154.0,100.53,99.0,100.54,140.0,100.55,59.0,100.56,150.0,spoofing
1704067573272,100.4457,0.03,0.3692,0.4882,100.43,1317.0,100.42,58.0,100.41,70.0,100.4,97.0,100.39,37.0,100.46,31.0,100.47,275.0,100.48,25.0,100.49,197.0,100.5,15.0,spoofing
1704067573871,100.402,0.04,0.0766,0.1811,100.38,54.0,100.37,48.0,100.36,227.0,100.35,85.0,100.34,98.0,100.42,44.0,100.43,105.0,100.44,45.0,100.45,84.0,100.46,77.0,none
1704067575836,100.434,0.05,0.0485,0.0759,100.41,78.0,100.4,42.0,100.39,47.0,100.38,122.0,100.37,37.0,100.46,53.0,100.47,29.0,100.48,63.0,100.49,91.0,100.5,44.0,none
1704067576749,100.4283,0.11,0.3051,-0.1256,100.37,57.0,100.36,43.0,100.35,44.0,100.34,36.0,100.33,116.0,100.48,65.0,100.49,139.0,100.5,106.0,100.51,38.0,100.52,33.0,none
1704067577908,100.4327,0.02,0.0523,0.1648,100.42,94.0,100.41,53.0,100.4,91.0,100.39,32.0,100.38,94.0,100.44,38.0,100.45,110.0,100.46,15.0,100.47,37.0,100.48,61.0,none
1704067578062,100.4158,0.05,0.0316,-0.3253,100.39,39.0,100.38,35.0,100.37,114.0,100.36,13.0,100.35,24.0,100.44,37.0,100.45,76.0,100.46,135.0,100.47,144.0,100.48,50.0,none
1704067579862,100.421,0.05,0.2969,-0.0516,100.4,37.0,100.39,118.0,100.38,90.0,100.37,141.0,100.36,37.0,100.45,128.0,100.46,56.0,100.47,47.0,100.48,157.0,100.49,81.0,none
1704067581416,100.5213,0.04,0.0323,-0.0343,100.5,54.0,100.49,89.0,100.48,47.0,100.47,11.0,100.46,38.0,100.54,101.0,100.55,10.0,100.56,56.0,100.57,22.0,100.58,67.0,none
1704067582835,100.4908,0.02,0.6129,0.4727,100.48,963.0,100.47,15.0,100.46,16.0,100.45,109.0,100.44,84.0,100.5,111.0,100.51,49.0,100.52,94.0,100.53,97.0,100.54,74.0,spoofing
1704067584153,100.5068,0.05,0.1017,0.2511,100.48,60.0,100.47,64.0,100.46,250.0,100.45,20.0,100.44,22.0,100.53,47.0,100.54,53.0,100.55,55.0,100.56,27.0,100.57,67.0,none
1704067585836,100.4377,0.02,0.1865,-0.1591,100.43,39.0,100.42,48.0,100.41,31.0,100.4,88.0,100.39,53.0,100.45,38.0,100.46,28.0,100.47,60.0,100.48,51.0,100.49,180.0,none
1704067586211,100.4574,0.06,0.0372,0.7783,100.43,437.0,100.42,454.0,100.41,441.0,100.4,448.0,100.39,442.0,100.49,41.0,100.5,78.0,100.51,110.0,100.52,17.0,100.53,31.0,layering
1704067586952,100.4494,0.04,0.0344,0.0914,100.43,98.0,100.42,121.0,100.41,128.0,100.4,76.0,100.39,7.0,100.47,86.0,100.48,24.0,100.49,20.0,100.5,191.0,100.51,37.0,none
